Human	Chimpanzee	Bonobo	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000116819:2189	ENSPTRG00000000523:2185	ENSPTRG00000000523:2185	ENSGGOG00000009762:1341	ENSPPYG00000001556:1260	ENSMMUG00000019815:1335	ENSMUSG00000042477:2085	ENSMODG00000017904:1402	ENSOANG00000013427:1418	ENSGALG00000002393:1299
ENSG00000111639:675	ENSPTRG00000004575:661	ENSPTRG00000004575:661	ENSGGOG00000016199:675	ENSPPYG00000025846:387	ENSMMUG00000018676:511	ENSMUSG00000030335:2741	ENSMODG00000018063:387	ENSOANG00000003012:398	ENSGALG00000014435:1414
ENSG00000006625:1701	ENSPTRG00000019041:1165	ENSPTRG00000019041:1165	ENSGGOG00000024930:1164	ENSPPYG00000017676:567	ENSMMUG00000012550:1166	ENSMUSG00000002797:3960	ENSMODG00000015273:534	ENSOANG00000010828:1625	ENSGALG00000011530:955
ENSG00000100504:2830	ENSPTRG00000006337:2829	ENSPTRG00000006337:2829	ENSGGOG00000016619:3234	ENSPPYG00000005808:2544	ENSMMUG00000014670:2795	ENSMUSG00000021069:2817	ENSMODG00000013150:2556	ENSOANG00000013967:2386	ENSGALG00000012365:3070
ENSG00000164466:4231	ENSPTRG00000017550:2907	ENSPTRG00000017550:2907	ENSGGOG00000008195:1771	ENSPPYG00000016063:1070	ENSMMUG00000005148:2311	ENSMUSG00000021474:1185	ENSMODG00000005887:969	ENSOANG00000012566:2115	ENSGALG00000003263:1177
ENSG00000114098:7697	ENSPTRG00000015442:4040	ENSPTRG00000015442:4040	ENSGGOG00000023535:3560	ENSPPYG00000014140:3909	ENSMMUG00000021285:3331	ENSMUSG00000032468:2924	ENSMODG00000018559:2248	ENSOANG00000015678:2430	ENSGALG00000001179:2621
ENSG00000112293:4029	ENSPTRG00000017775:2544	ENSPTRG00000017775:2544	ENSGGOG00000009108:3490	ENSPPYG00000016279:3372	ENSMMUG00000022119:3904	ENSMUSG00000021340:3476	ENSMODG00000011599:2523	ENSOANG00000010209:2180	ENSGALG00000012666:2975
ENSG00000163171:6587	ENSPTRG00000011840:2157	ENSPTRG00000011840:2157	ENSGGOG00000010560:3979	ENSPPYG00000012487:765	ENSMMUG00000007906:2696	ENSMUSG00000036533:2231	ENSMODG00000008346:756	ENSOANG00000004753:768	ENSGALG00000010551:756
ENSG00000113141:1939	ENSPTRG00000017322:1821	ENSPTRG00000017322:1821	ENSGGOG00000013374:1802	ENSPPYG00000015861:1671	ENSMMUG00000010008:1940	ENSMUSG00000024474:1937	ENSMODG00000011433:2756	ENSOANG00000011660:2120	ENSGALG00000000833:1674
ENSG00000120875:7257	ENSPTRG00000020129:2578	ENSPTRG00000020129:2578	ENSGGOG00000005916:2389	ENSPPYG00000018482:1185	ENSMMUG00000008094:2198	ENSMUSG00000031530:2740	ENSMODG00000019009:831	ENSOANG00000008570:767	ENSGALG00000011419:759
ENSG00000170382:5578	ENSPTRG00000030219:2133	ENSPTRG00000030219:2133	ENSGGOG00000006404:3162	ENSPPYG00000000314:2142	ENSMMUG00000010487:1659	ENSMUSG00000026443:3067	ENSMODG00000024800:2142	ENSOANG00000013466:960	ENSGALG00000000639:1836
ENSG00000162695:8334	ENSPTRG00000001011:1318	ENSPTRG00000001011:1318	ENSGGOG00000004422:1031	ENSPPYG00000001109:1810	ENSMMUG00000003728:1321	ENSMUSG00000054414:2021	ENSMODG00000003441:1188	ENSOANG00000001835:849	ENSGALG00000020879:1137
ENSG00000166012:2600	ENSPTRG00000032462:2394	ENSPTRG00000032462:2394	ENSGGOG00000028407:2168	ENSPPYG00000003774:837	ENSMMUG00000011646:2422	ENSMUSG00000031939:1102	ENSMODG00000008546:579	ENSOANG00000011713:875	ENSGALG00000017220:1398
ENSG00000122779:8655	ENSPTRG00000019742:4359	ENSPTRG00000019742:4359	ENSGGOG00000013456:3980	ENSPPYG00000018038:3150	ENSMMUG00000002995:4078	ENSMUSG00000029833:4286	ENSMODG00000013826:3249	ENSOANG00000003791:2270	ENSGALG00000012823:3341
ENSG00000118194:1201	ENSPTRG00000001832:1134	ENSPTRG00000001832:1134	ENSGGOG00000012669:1132	ENSPPYG00000000364:888	ENSMMUG00000013507:1115	ENSMUSG00000026414:1110	ENSMODG00000000364:834	ENSOANG00000012466:522	ENSGALG00000000302:1129
ENSG00000162843:3893	ENSPTRG00000002166:3890	ENSPTRG00000002166:3890	ENSGGOG00000015532:2067	ENSPPYG00000000068:2901	ENSMMUG00000008763:3367	ENSMUSG00000026523:3976	ENSMODG00000006929:3330	ENSOANG00000010270:2801	ENSGALG00000010760:3042
ENSG00000107872:2593	ENSPTRG00000002890:2347	ENSPTRG00000002890:2347	ENSGGOG00000006993:2365	ENSPPYG00000002601:1167	ENSMMUG00000002996:2348	ENSMUSG00000025226:1322	ENSMODG00000011280:894	ENSOANG00000001987:669	ENSGALG00000005684:970
ENSG00000119711:2161	ENSPTRG00000006531:2161	ENSPTRG00000006531:2161	ENSGGOG00000009060:2277	ENSPPYG00000005980:4569	ENSMMUG00000012684:2197	ENSMUSG00000021238:2265	ENSMODG00000006429:1614	ENSOANG00000022485:780	ENSGALG00000010211:1725
ENSG00000159921:5427	ENSPTRG00000020931:2464	ENSPTRG00000020931:2464	ENSGGOG00000013160:2480	ENSPPYG00000019068:2169	ENSMMUG00000006135:2354	ENSMUSG00000028479:5984	ENSMODG00000002632:2209	ENSOANG00000011137:2025	ENSGALG00000015331:4305
ENSG00000144406:16644	ENSPTRG00000012873:9141	ENSPTRG00000012873:9141	ENSGGOG00000010917:13255	ENSPPYG00000013131:7564	ENSMMUG00000002809:6597	ENSMUSG00000055567:16796	ENSMODG00000015849:4179	ENSOANG00000019931:579	ENSGALG00000002828:7321
ENSG00000117114:6676	ENSPTRG00000000896:6063	ENSPTRG00000000896:6063	ENSGGOG00000016317:5933	ENSPPYG00000001211:5523	ENSMMUG00000002516:6707	ENSMUSG00000028184:8383	ENSMODG00000000713:4583	ENSOANG00000004818:4363	ENSGALG00000008871:4406
ENSG00000115421:7385	ENSPTRG00000011948:4246	ENSPTRG00000011948:4246	ENSGGOG00000006083:4237	ENSPPYG00000012392:2446	ENSMMUG00000000498:4220	ENSMUSG00000020273:5491	ENSMODG00000002160:2238	ENSOANG00000012403:2278	ENSGALG00000007853:2260
ENSG00000166501:7992	ENSPTRG00000007895:2061	ENSPTRG00000007895:2061	ENSGGOG00000010971:1815	ENSPPYG00000007198:3176	ENSMMUG00000014271:3159	ENSMUSG00000052889:3569	ENSMODG00000016311:1815	ENSOANG00000001477:1896	ENSGALG00000006014:1835
ENSG00000124370:835	ENSPTRG00000012044:835	ENSPTRG00000012044:835	ENSGGOG00000024541:865	ENSPPYG00000012311:531	ENSMMUG00000008396:824	ENSMUSG00000033429:824	ENSMODG00000011806:528	ENSOANG00000010368:531	ENSGALG00000003913:1015
ENSG00000095203:7952	ENSPTRG00000021239:2976	ENSPTRG00000021239:2976	ENSGGOG00000004192:4995	ENSPPYG00000019487:3000	ENSMMUG00000017515:2981	ENSMUSG00000028434:8300	ENSMODG00000003302:2751	ENSOANG00000001740:2467	ENSGALG00000013145:2881
ENSG00000133250:1421	ENSPTRG00000010427:1398	ENSPTRG00000010427:1398	ENSGGOG00000003514:1428	ENSPPYG00000009508:1173	ENSMMUG00000019918:1399	ENSMUSG00000073423:1118	ENSMODG00000003619:825	ENSOANG00000013254:963	ENSGALG00000024378:868
ENSG00000160050:1415	ENSPTRG00000000473:1089	ENSPTRG00000000473:1089	ENSGGOG00000001574:1071	ENSPPYG00000001601:735	ENSMMUG00000015066:1285	ENSMUSG00000028795:1129	ENSMODG00000017487:597	ENSOANG00000003835:333	ENSGALG00000003241:575
ENSG00000168137:7747	ENSPTRG00000014586:4390	ENSPTRG00000014586:4390	ENSGGOG00000004026:6383	ENSPPYG00000013685:6578	ENSMMUG00000003943:7327	ENSMUSG00000034269:6812	ENSMODG00000004781:4526	ENSOANG00000015208:4431	ENSGALG00000006571:3937
ENSG00000159842:5403	ENSPTRG00000008518:2424	ENSPTRG00000008518:2424	ENSGGOG00000016898:5236	ENSPPYG00000007766:2589	ENSMMUG00000008130:3206	ENSMUSG00000017631:7697	ENSMODG00000010001:2932	ENSOANG00000012671:2380	ENSGALG00000004364:1953
ENSG00000215897:4156	ENSPTRG00000000485:1539	ENSPTRG00000000485:1539	ENSGGOG00000026784:4157	ENSPPYG00000001591:1401	ENSMMUG00000019801:1494	ENSMUSG00000048485:3323	ENSMODG00000017428:1464	ENSOANG00000001192:1556	ENSGALG00000003408:1127
ENSG00000156531:8015	ENSPTRG00000022286:4155	ENSPTRG00000022286:4155	ENSGGOG00000023268:4435	ENSPPYG00000020732:4764	ENSMMUG00000007997:4781	ENSMUSG00000025626:4610	ENSMODG00000015259:1155	ENSOANG00000011690:1151	ENSGALG00000006094:1803
ENSG00000111058:3033	ENSPTRG00000005263:3033	ENSPTRG00000005263:3033	ENSGGOG00000010105:2061	ENSPPYG00000004802:3933	ENSMMUG00000013800:2064	ENSMUSG00000035948:2494	ENSMODG00000020480:2076	ENSOANG00000004851:2487	ENSGALG00000010940:2415
ENSG00000108406:3824	ENSPTRG00000009471:2984	ENSPTRG00000009471:2984	ENSGGOG00000000426:1182	ENSPPYG00000008812:3425	ENSMMUG00000022042:3409	ENSMUSG00000018425:3763	ENSMODG00000014468:2184	ENSOANG00000008516:2621	ENSGALG00000005126:2540
ENSG00000167106:4327	ENSPTRG00000029085:3841	ENSPTRG00000029085:3841	ENSGGOG00000014692:3834	ENSPPYG00000019639:1140	ENSMMUG00000014375:3467	ENSMUSG00000039157:5941	ENSMODG00000005688:1286	ENSOANG00000005394:1098	ENSGALG00000005074:2045
ENSG00000106100:4865	ENSPTRG00000019040:4410	ENSPTRG00000019040:4410	ENSGGOG00000005081:2938	ENSPPYG00000017678:2862	ENSMMUG00000012547:4417	ENSMUSG00000038058:4316	ENSMODG00000015275:2823	ENSOANG00000010829:2877	ENSGALG00000011535:2945
ENSG00000115183:7507	ENSPTRG00000012561:7396	ENSPTRG00000012561:7396	ENSGGOG00000009465:7513	ENSPPYG00000012870:5583	ENSMMUG00000006180:7234	ENSMUSG00000035168:9112	ENSMODG00000004491:5530	ENSOANG00000006143:5598	ENSGALG00000012570:5472
ENSG00000166974:6714	ENSPTRG00000009965:2600	ENSPTRG00000009965:2600	ENSGGOG00000024093:3206	ENSPPYG00000009101:4232	ENSMMUG00000017662:2599	ENSMUSG00000024277:6789	ENSMODG00000010586:1007	ENSOANG00000005605:1034	ENSGALG00000015215:3107
ENSG00000184588:6569	ENSPTRG00000000831:4616	ENSPTRG00000000831:4616	ENSGGOG00000006774:4127	ENSPPYG00000001266:4350	ENSMMUG00000007490:4673	ENSMUSG00000028525:7476	ENSMODG00000001072:2247	ENSOANG00000000399:579	ENSGALG00000011094:1617
ENSG00000165895:4793	ENSPTRG00000004204:3471	ENSPTRG00000004204:3471	ENSGGOG00000011397:4772	ENSPPYG00000003799:3019	ENSMMUG00000022603:1161	ENSMUSG00000050730:2686	ENSMODG00000000486:1176	ENSOANG00000010495:2760	ENSGALG00000017196:2983
ENSG00000007545:7814	ENSPTRG00000007602:7509	ENSPTRG00000007602:7509	ENSGGOG00000006181:6886	ENSPPYG00000006958:7386	ENSMMUG00000000978:3201	ENSMUSG00000038002:7563	ENSMODG00000016154:2175	ENSOANG00000002915:1434	ENSGALG00000009341:4024
ENSG00000177707:5263	ENSPTRG00000015204:1738	ENSPTRG00000015204:1738	ENSGGOG00000010817:2236	ENSPPYG00000013561:1536	ENSMMUG00000009998:3334	ENSMUSG00000022656:12047	ENSMODG00000018084:1641	ENSOANG00000012387:861	ENSGALG00000015367:1517
ENSG00000113594:10402	ENSPTRG00000016809:10071	ENSPTRG00000016809:10071	ENSGGOG00000015008:10080	ENSPPYG00000015411:3294	ENSMMUG00000007386:3297	ENSMUSG00000054263:3377	ENSMODG00000020327:3312	ENSOANG00000011785:2915	ENSGALG00000003733:3935
ENSG00000169018:7122	ENSPTRG00000007214:2556	ENSPTRG00000007214:2556	ENSGGOG00000028408:2555	ENSPPYG00000006592:1884	ENSMMUG00000008311:2565	ENSMUSG00000032244:6442	ENSMODG00000009419:1962	ENSOANG00000013544:1602	ENSGALG00000023277:1608
ENSG00000187741:6181	ENSPTRG00000008492:5239	ENSPTRG00000008492:5239	ENSGGOG00000010967:4410	ENSPPYG00000007674:4293	ENSMMUG00000029067:1735	ENSMUSG00000032815:6745	ENSMODG00000003463:4293	ENSOANG00000004838:3541	ENSGALG00000000516:4528
ENSG00000147434:2224	ENSPTRG00000020210:2070	ENSPTRG00000020210:2070	ENSGGOG00000016012:1562	ENSPPYG00000018559:2022	ENSMMUG00000000163:2065	ENSMUSG00000031491:2844	ENSMODG00000010120:1573	ENSOANG00000000701:1506	ENSGALG00000015382:2203
ENSG00000072864:4111	ENSPTRG00000007809:1039	ENSPTRG00000007809:1039	ENSGGOG00000014301:1093	ENSPPYG00000007132:1047	ENSMMUG00000010366:1946	ENSMUSG00000022678:2703	ENSMODG00000004385:1044	ENSOANG00000005121:1423	ENSGALG00000006500:1783
ENSG00000137878:7471	ENSPTRG00000007112:6723	ENSPTRG00000007112:6723	ENSGGOG00000012125:2384	ENSPPYG00000006507:5420	ENSMMUG00000012690:4822	ENSMUSG00000041361:2283	ENSMODG00000008437:1458	ENSOANG00000007558:1338	ENSGALG00000004283:2141
ENSG00000107954:4660	ENSPTRG00000002916:1738	ENSPTRG00000002916:1738	ENSGGOG00000011670:4351	ENSPPYG00000002626:2135	ENSMMUG00000007064:3995	ENSMUSG00000006435:4010	ENSMODG00000011020:1734	ENSOANG00000001631:1542	ENSGALG00000008281:3537
ENSG00000214272:9634	ENSPTRG00000034227:2596	ENSPTRG00000034227:2596	ENSGGOG00000001389:6498	ENSPPYG00000012076:2406	ENSMMUG00000011482:4894	ENSMUSG00000037432:3123	ENSMODG00000016016:5611	ENSOANG00000015451:3536	ENSGALG00000019006:168
ENSG00000122711:654	ENSPTRG00000020855:497	ENSPTRG00000020855:497	ENSGGOG00000016528:498	ENSPPYG00000019903:198	ENSMMUG00000020146:367	ENSMUSG00000028415:397	ENSMODG00000004031:159	ENSOANG00000021126:156	ENSGALG00000021842:714
ENSG00000184916:5834	ENSPTRG00000006784:3991	ENSPTRG00000006784:3991	ENSGGOG00000007597:4677	ENSPPYG00000006203:3470	ENSMMUG00000001276:4231	ENSMUSG00000002799:4054	ENSMODG00000014707:3225	ENSOANG00000007869:2848	ENSGALG00000011696:4292
ENSG00000153561:6310	ENSPTRG00000012158:2949	ENSPTRG00000012158:2949	ENSGGOG00000004021:5664	ENSPPYG00000012209:1980	ENSMMUG00000003523:1182	ENSMUSG00000002222:6165	ENSMODG00000009489:1220	ENSOANG00000010358:1391	ENSGALG00000015815:2474
ENSG00000010017:3270	ENSPTRG00000017739:2680	ENSPTRG00000017739:2680	ENSGGOG00000023138:2500	ENSPPYG00000016245:1968	ENSMMUG00000020122:2703	ENSMUSG00000038546:2187	ENSMODG00000010656:1881	ENSOANG00000006975:2000	ENSGALG00000012696:2454
ENSG00000146090:2517	ENSPTRG00000017631:2429	ENSPTRG00000017631:2429	ENSGGOG00000003137:2156	ENSPPYG00000016134:1437	ENSMMUG00000000635:2223	ENSMUSG00000020374:3511	ENSMODG00000004052:1425	ENSOANG00000010229:1433	ENSGALG00000006076:1425
ENSG00000126226:2639	ENSPTRG00000006053:1817	ENSPTRG00000006053:1817	ENSGGOG00000000409:768	ENSPPYG00000005522:1590	ENSMMUG00000001041:2018	ENSMUSG00000038542:2649	ENSMODG00000003945:1237	ENSOANG00000015637:1640	ENSGALG00000016831:1739
ENSG00000120727:1652	ENSPTRG00000017296:1490	ENSPTRG00000017296:1490	ENSGGOG00000006392:1490	ENSPPYG00000015836:1432	ENSMMUG00000005970:1471	ENSMUSG00000037058:1830	ENSMODG00000011895:827	ENSOANG00000000641:333	ENSGALG00000002488:1563
ENSG00000116353:2579	ENSPTRG00000000446:2455	ENSPTRG00000000446:2455	ENSGGOG00000003122:2018	ENSPPYG00000001628:1129	ENSMMUG00000015659:2209	ENSMUSG00000028910:1439	ENSMODG00000011066:1161	ENSOANG00000003563:978	ENSGALG00000001426:1423
ENSG00000117450:1522	ENSPTRG00000000675:1014	ENSPTRG00000000675:1014	ENSGGOG00000005411:600	ENSPPYG00000001411:600	ENSMMUG00000006221:918	ENSMUSG00000028691:2669	ENSMODG00000002382:600	ENSOANG00000011794:809	ENSGALG00000010243:967
ENSG00000100395:3399	ENSPTRG00000014419:3192	ENSPTRG00000014419:3192	ENSGGOG00000013451:2127	ENSPPYG00000011863:2156	ENSMMUG00000014164:2260	ENSMUSG00000022394:3410	ENSMODG00000013083:1764	ENSOANG00000013943:2143	ENSGALG00000011976:2889
ENSG00000155324:2965	ENSPTRG00000017184:2896	ENSPTRG00000017184:2896	ENSGGOG00000003435:2935	ENSPPYG00000015725:2523	ENSMMUG00000007899:2686	ENSMUSG00000001700:2709	ENSMODG00000001027:1296	ENSOANG00000014072:1435	ENSGALG00000008237:1767
ENSG00000176018:4261	ENSPTRG00000017069:4261	ENSPTRG00000017069:4261	ENSGGOG00000004888:4254	ENSPPYG00000015625:921	ENSMMUG00000018974:1069	ENSMUSG00000035840:3124	ENSMODG00000020220:936	ENSOANG00000011072:958	ENSGALG00000014651:2240
ENSG00000188517:3320	ENSPTRG00000016356:2260	ENSPTRG00000016356:2260	ENSGGOG00000005574:1596	ENSPPYG00000014990:1971	ENSMMUG00000017703:2061	ENSMUSG00000058897:6964	ENSMODG00000020594:1671	ENSOANG00000013880:1488	ENSGALG00000010521:1509
ENSG00000152520:5166	ENSPTRG00000005742:5245	ENSPTRG00000005742:5245	ENSGGOG00000016079:5030	ENSPPYG00000005245:2226	ENSMMUG00000022522:5233	ENSMUSG00000029647:4378	ENSMODG00000009065:2226	ENSOANG00000009070:2084	ENSGALG00000017092:2784
ENSG00000119650:928	ENSPTRG00000006563:928	ENSPTRG00000006563:928	ENSGGOG00000001483:848	ENSPPYG00000006010:642	ENSMMUG00000012070:1460	ENSMUSG00000007867:821	ENSMODG00000005632:742	ENSOANG00000005070:577	ENSGALG00000020415:459
ENSG00000164088:2654	ENSPTRG00000014993:2429	ENSPTRG00000014993:2429	ENSGGOG00000015824:2265	ENSPPYG00000013813:897	ENSMMUG00000008236:2457	ENSMUSG00000020253:2896	ENSMODG00000011632:1185	ENSOANG00000004965:870	ENSGALG00000003997:2262
ENSG00000069535:2566	ENSPTRG00000021817:1647	ENSPTRG00000021817:1647	ENSGGOG00000000204:2592	ENSPPYG00000020264:1711	ENSMMUG00000019492:2368	ENSMUSG00000040147:2411	ENSMODG00000021092:1590	ENSOANG00000006486:1604	ENSGALG00000016223:1731
ENSG00000198554:6248	ENSPTRG00000006366:4730	ENSPTRG00000006366:4730	ENSGGOG00000007744:4733	ENSPPYG00000005834:3387	ENSMMUG00000000302:3456	ENSMUSG00000037572:5104	ENSMODG00000011703:3369	ENSOANG00000015129:804	ENSGALG00000012199:3672
ENSG00000084444:4806	ENSPTRG00000004714:1503	ENSPTRG00000004714:1503	ENSGGOG00000008090:4671	ENSPPYG00000004314:1869	ENSMMUG00000017636:2619	ENSMUSG00000030207:5232	ENSMODG00000018215:1863	ENSOANG00000002879:1875	ENSGALG00000011800:3960
ENSG00000143507:3294	ENSPTRG00000002005:2619	ENSPTRG00000002005:2619	ENSGGOG00000001563:1183	ENSPPYG00000000200:2439	ENSMMUG00000004379:2597	ENSMUSG00000039384:3042	ENSMODG00000004672:1462	ENSOANG00000001437:1519	ENSGALG00000009450:3648
ENSG00000159784:6180	ENSPTRG00000019808:4369	ENSPTRG00000019808:4369	ENSGGOG00000011235:4263	ENSPPYG00000018117:999	ENSMMUG00000012633:5876	ENSMUSG00000029861:4104	ENSMODG00000001386:990	ENSOANG00000009484:1083	ENSGALG00000014689:993
ENSG00000071242:6037	ENSPTRG00000018793:2187	ENSPTRG00000018793:2187	ENSGGOG00000004934:5933	ENSPPYG00000017167:3731	ENSMMUG00000005670:1979	ENSMUSG00000023809:5455	ENSMODG00000006241:2143	ENSOANG00000004152:1030	ENSGALG00000011473:2327
ENSG00000178301:1443	ENSPTRG00000004103:1084	ENSPTRG00000004103:1084	ENSGGOG00000011985:1303	ENSPPYG00000003711:816	ENSMMUG00000018944:1433	ENSMUSG00000042797:1062	ENSMODG00000005033:816	ENSOANG00000009868:624	ENSGALG00000001614:1244
ENSG00000139505:5659	ENSPTRG00000005718:5216	ENSPTRG00000005718:5216	ENSGGOG00000022839:1095	ENSPPYG00000005221:3997	ENSMMUG00000018419:4739	ENSMUSG00000021987:3755	ENSMODG00000008567:1869	ENSOANG00000009046:1906	ENSGALG00000017112:2109
ENSG00000120699:1410	ENSPTRG00000005790:956	ENSPTRG00000005790:956	ENSGGOG00000011902:1403	ENSPPYG00000005287:831	ENSMMUG00000003588:959	ENSMUSG00000027752:1312	ENSMODG00000010052:825	ENSOANG00000015500:1023	ENSGALG00000017048:930
ENSG00000131668:1720	ENSPTRG00000021129:1319	ENSPTRG00000021129:1319	ENSGGOG00000010464:1324	ENSPPYG00000019393:1090	ENSMMUG00000008058:1312	ENSMUSG00000021381:1116	ENSMODG00000008720:747	ENSOANG00000004662:847	ENSGALG00000005131:1185
ENSG00000162624:2446	ENSPTRG00000000868:2371	ENSPTRG00000000868:2371	ENSGGOG00000026204:2452	ENSPPYG00000001233:1707	ENSMMUG00000005287:2457	ENSMUSG00000028201:1975	ENSMODG00000019085:1011	ENSOANG00000013288:1086	ENSGALG00000011369:1639
ENSG00000113722:1757	ENSPTRG00000017411:1626	ENSPTRG00000017411:1626	ENSGGOG00000000106:471	ENSPPYG00000015944:1697	ENSMMUG00000011558:1539	ENSMUSG00000024619:1739	ENSMODG00000009708:813	ENSOANG00000002295:354	ENSGALG00000005679:2357
ENSG00000132872:4094	ENSPTRG00000009985:1461	ENSPTRG00000009985:1461	ENSGGOG00000006097:4093	ENSPPYG00000009122:3947	ENSMMUG00000017016:3892	ENSMUSG00000024261:3901	ENSMODG00000000187:1434	ENSOANG00000002748:1346	ENSGALG00000008893:1846
ENSG00000055813:3982	ENSPTRG00000011940:3984	ENSPTRG00000011940:3984	ENSGGOG00000011407:3668	ENSPPYG00000012396:1572	ENSMMUG00000015888:3967	ENSMUSG00000032878:6625	ENSMODG00000002041:1215	ENSOANG00000011176:1292	ENSGALG00000007889:1024
ENSG00000146233:2176	ENSPTRG00000018235:2204	ENSPTRG00000018235:2204	ENSGGOG00000012108:1515	ENSPPYG00000016669:1251	ENSMMUG00000019247:2178	ENSMUSG00000023963:2367	ENSMODG00000018894:1465	ENSOANG00000008272:1242	ENSGALG00000016710:1663
ENSG00000103126:3701	ENSPTRG00000007537:2460	ENSPTRG00000007537:2460	ENSGGOG00000009760:2729	ENSPPYG00000006905:2330	ENSMMUG00000000605:2745	ENSMUSG00000024182:3782	ENSMODG00000016665:2749	ENSOANG00000000859:1629	ENSGALG00000007480:2886
ENSG00000119446:3144	ENSPTRG00000021323:2592	ENSPTRG00000021323:2592	ENSGGOG00000011052:3068	ENSPPYG00000019569:2581	ENSMMUG00000011455:2577	ENSMUSG00000026889:2617	ENSMODG00000019688:495	ENSOANG00000008200:1124	ENSGALG00000001339:1044
ENSG00000076242:3207	ENSPTRG00000014743:2514	ENSPTRG00000014743:2514	ENSGGOG00000016342:2524	ENSPPYG00000014021:2178	ENSMMUG00000022533:1731	ENSMUSG00000032498:2572	ENSMODG00000013353:2320	ENSOANG00000015305:2409	ENSGALG00000012060:2353
ENSG00000109083:1050	ENSPTRG00000008911:1182	ENSPTRG00000008911:1182	ENSGGOG00000004568:1064	ENSPPYG00000008087:477	ENSMMUG00000019143:1061	ENSMUSG00000001105:1163	ENSMODG00000019233:409	ENSOANG00000012207:474	ENSGALG00000005707:789
ENSG00000148384:3394	ENSPTRG00000021557:1281	ENSPTRG00000021557:1281	ENSGGOG00000010924:1867	ENSPPYG00000019774:1926	ENSMMUG00000003105:1952	ENSMUSG00000026925:4234	ENSMODG00000017574:1752	ENSOANG00000002528:1044	ENSGALG00000001964:2081
ENSG00000198522:3747	ENSPTRG00000011776:1867	ENSPTRG00000011776:1867	ENSGGOG00000015285:1832	ENSPPYG00000012538:1017	ENSMMUG00000019745:1774	ENSMUSG00000064037:3509	ENSMODG00000015592:1128	ENSOANG00000021529:627	ENSGALG00000016505:1403
ENSG00000065675:3393	ENSPTRG00000002270:3441	ENSPTRG00000002270:3441	ENSGGOG00000013552:3338	ENSPPYG00000002071:2121	ENSMMUG00000020776:3459	ENSMUSG00000026778:6326	ENSMODG00000016663:2316	ENSOANG00000015452:2392	ENSGALG00000023876:2290
ENSG00000125207:3405	ENSPTRG00000005633:3315	ENSPTRG00000005633:3315	ENSGGOG00000015722:3333	ENSPPYG00000005121:2586	ENSMMUG00000005629:2859	ENSMUSG00000029423:3944	ENSMODG00000015619:2630	ENSOANG00000011950:2499	ENSGALG00000002645:2723
ENSG00000170558:4950	ENSPTRG00000009939:4184	ENSPTRG00000009939:4184	ENSGGOG00000012100:3931	ENSPPYG00000009082:4095	ENSMMUG00000015178:3851	ENSMUSG00000024304:4959	ENSMODG00000021517:3758	ENSOANG00000005632:2628	ENSGALG00000015132:3203
ENSG00000198873:3281	ENSPTRG00000002993:1722	ENSPTRG00000002993:1722	ENSGGOG00000011618:2047	ENSPPYG00000002701:3261	ENSMMUG00000004596:1670	ENSMUSG00000003228:3158	ENSMODG00000009266:1722	ENSOANG00000004388:1458	ENSGALG00000009403:2367
ENSG00000107862:6403	ENSPTRG00000002887:6377	ENSPTRG00000002887:6377	ENSGGOG00000006948:5511	ENSPPYG00000002598:5851	ENSMMUG00000002985:6400	ENSMUSG00000025224:6712	ENSMODG00000011370:5666	ENSOANG00000007818:3055	ENSGALG00000005637:5775
ENSG00000091879:5416	ENSPTRG00000019947:2605	ENSPTRG00000019947:2605	ENSGGOG00000010038:2607	ENSPPYG00000018319:1921	ENSMMUG00000010139:2608	ENSMUSG00000031465:3545	ENSMODG00000012086:1512	ENSOANG00000005391:1560	ENSGALG00000016330:2588
ENSG00000150628:1233	ENSPTRG00000016612:1233	ENSPTRG00000016612:1233	ENSGGOG00000001066:1247	ENSPPYG00000015216:915	ENSMMUG00000013733:1227	ENSMUSG00000031518:1057	ENSMODG00000003744:765	ENSOANG00000010926:758	ENSGALG00000010822:859
ENSG00000185002:3460	ENSPTRG00000018540:3493	ENSPTRG00000018540:3493	ENSGGOG00000006982:2724	ENSPPYG00000016960:2778	ENSMMUG00000017189:3495	ENSMUSG00000019900:3717	ENSMODG00000017815:2784	ENSOANG00000004002:1302	ENSGALG00000014918:2891
